period_dt,cat,cpi,coef
2002-12-01,clothing_women,101.12,2689.0
2003-01-01,clothing_women,86.72,2689.0
2003-02-01,clothing_women,92.32,2689.0
2003-03-01,clothing_women,108.52,2689.0
2003-04-01,clothing_women,108.62,2689.0
2003-05-01,clothing_women,108.87,2689.0
2003-06-01,clothing_women,99.93,2689.0
2003-07-01,clothing_women,87.31,2689.0
2003-08-01,clothing_women,91.67,2689.0
2003-09-01,clothing_women,107.63,2689.0
2003-10-01,clothing_women,105.73,2689.0
2003-11-01,clothing_women,106.86,2689.0
2003-12-01,clothing_women,100.71,2689.0
2004-01-01,clothing_women,85.67,2689.0
2004-02-01,clothing_women,93.32,2689.0
2004-03-01,clothing_women,107.31,2689.0
2004-04-01,clothing_women,106.91,2689.0
2004-05-01,clothing_women,106.5,2689.0
2004-06-01,clothing_women,97.67,2689.0
2004-07-01,clothing_women,84.04,2689.0
2004-08-01,clothing_women,92.19,2689.0
2004-09-01,clothing_women,107.67,2689.0
2004-10-01,clothing_women,107.3,2689.0
2004-11-01,clothing_women,106.61,2689.0
2004-12-01,clothing_women,95.04,2689.0
2005-01-01,clothing_women,81.03,2689.0
2005-02-01,clothing_women,90.15,2689.0
2005-03-01,clothing_women,104.38,2689.0
2005-04-01,clothing_women,104.4,2689.0
2005-05-01,clothing_women,103.82,2689.0
2005-06-01,clothing_women,93.45,2689.0
2005-07-01,clothing_women,82.16,2689.0
2005-08-01,clothing_women,85.92,2689.0
2005-09-01,clothing_women,102.7,2689.0
2005-10-01,clothing_women,102.31,2689.0
2005-11-01,clothing_women,102.35,2689.0
2005-12-01,clothing_women,93.91,2689.0
2006-01-01,clothing_women,80.95,1826.0
2006-02-01,clothing_women,89.92,1826.0
2006-03-01,clothing_women,103.37,1826.0
2006-04-01,clothing_women,104.89,1826.0
2006-05-01,clothing_women,105.03,1826.0
2006-06-01,clothing_women,96.02,1826.0
2006-07-01,clothing_women,83.59,1826.0
2006-08-01,clothing_women,93.29,1826.0
2006-09-01,clothing_women,107.2,1826.0
2006-10-01,clothing_women,108.39,1826.0
2006-11-01,clothing_women,106.91,1826.0
2006-12-01,clothing_women,98.2,1826.0
2007-01-01,clothing_women,83.7,2138.0
2007-02-01,clothing_women,89.7,2138.0
2007-03-01,clothing_women,108.89,2138.0
2007-04-01,clothing_women,110.44,2138.0
2007-05-01,clothing_women,110.56,2138.0
2007-06-01,clothing_women,101.58,2138.0
2007-07-01,clothing_women,89.11,2138.0
2007-08-01,clothing_women,95.37,2138.0
2007-09-01,clothing_women,105.7,2138.0
2007-10-01,clothing_women,106.81,2138.0
2007-11-01,clothing_women,104.8,2138.0
2007-12-01,clothing_women,95.81,2138.0
2008-01-01,clothing_women,86.19,2053.0
2008-02-01,clothing_women,94.26,2053.0
2008-03-01,clothing_women,109.41,2053.0
2008-04-01,clothing_women,110.88,2053.0
2008-05-01,clothing_women,109.47,2053.0
2008-06-01,clothing_women,100.36,2053.0
2008-07-01,clothing_women,87.82,2053.0
2008-08-01,clothing_women,96.3,2053.0
2008-09-01,clothing_women,106.16,2053.0
2008-10-01,clothing_women,106.59,2053.0
2008-11-01,clothing_women,105.49,2053.0
2008-12-01,clothing_women,95.77,2053.0
2009-01-01,clothing_women,82.89,2009.0
2009-02-01,clothing_women,91.97,2009.0
2009-03-01,clothing_women,112.58,2009.0
2009-04-01,clothing_women,112.6,2009.0
2009-05-01,clothing_women,110.76,2009.0
2009-06-01,clothing_women,100.57,2009.0
2009-07-01,clothing_women,85.87,2009.0
2009-08-01,clothing_women,95.34,2009.0
2009-09-01,clothing_women,106.63,2009.0
2009-10-01,clothing_women,107.59,2009.0
2009-11-01,clothing_women,105.96,2009.0
2009-12-01,clothing_women,93.17,2009.0
2010-01-01,clothing_women,84.35,1893.0
2010-02-01,clothing_women,90.62,1893.0
2010-03-01,clothing_women,113.29,1893.0
2010-04-01,clothing_women,113.19,1893.0
2010-05-01,clothing_women,111.7,1893.0
2010-06-01,clothing_women,98.37,1893.0
2010-07-01,clothing_women,88.28,1893.0
2010-08-01,clothing_women,92.96,1893.0
2010-09-01,clothing_women,104.37,1893.0
2010-10-01,clothing_women,105.55,1893.0
2010-11-01,clothing_women,105.01,1893.0
2010-12-01,clothing_women,94.43,1893.0
2011-01-01,clothing_women,84.22,1917.0
2011-02-01,clothing_women,91.87,1917.0
2011-03-01,clothing_women,113.25,1917.0
2011-04-01,clothing_women,113.32,1917.0
2011-05-01,clothing_women,111.44,1917.0
2011-06-01,clothing_women,99.73,1917.0
2011-07-01,clothing_women,86.96,1917.0
2011-08-01,clothing_women,93.89,1917.0
2011-09-01,clothing_women,108.38,1917.0
2011-10-01,clothing_women,109.11,1917.0
2011-11-01,clothing_women,106.43,1917.0
2011-12-01,clothing_women,96.39,1917.0
2012-01-01,clothing_women,84.4,1996.0
2012-02-01,clothing_women,90.85,1996.0
2012-03-01,clothing_women,115.21,1996.0
2012-04-01,clothing_women,115.03,1996.0
2012-05-01,clothing_women,112.33,1996.0
2012-06-01,clothing_women,101.02,1996.0
2012-07-01,clothing_women,87.07,1996.0
2012-08-01,clothing_women,92.15,1996.0
2012-09-01,clothing_women,105.89,1996.0
2012-10-01,clothing_women,106.97,1996.0
2012-11-01,clothing_women,105.46,1996.0
2012-12-01,clothing_women,94.74,1996.0
2013-01-01,clothing_women,84.58,1868.0
2013-02-01,clothing_women,91.48,1868.0
2013-03-01,clothing_women,118.17,1868.0
2013-04-01,clothing_women,117.08,1868.0
2013-05-01,clothing_women,115.28,1868.0
2013-06-01,clothing_women,103.06,1868.0
2013-07-01,clothing_women,91.04,1868.0
2013-08-01,clothing_women,94.24,1868.0
2013-09-01,clothing_women,105.06,1868.0
2013-10-01,clothing_women,106.02,1868.0
2013-11-01,clothing_women,103.67,1868.0
2013-12-01,clothing_women,94.41,1868.0
2014-01-01,clothing_women,85.99,1851.0
2014-02-01,clothing_women,92.73,1851.0
2014-03-01,clothing_women,115.24,1851.0
2014-04-01,clothing_women,113.64,1851.0
2014-05-01,clothing_women,111.29,1851.0
2014-06-01,clothing_women,103.01,1851.0
2014-07-01,clothing_women,86.43,1851.0
2014-08-01,clothing_women,92.39,1851.0
2014-09-01,clothing_women,105.89,1851.0
2014-10-01,clothing_women,106.91,1851.0
2014-11-01,clothing_women,105.22,1851.0
2014-12-01,clothing_women,97.37,1851.0
2015-01-01,clothing_women,83.18,2024.0
2015-02-01,clothing_women,89.51,2024.0
2015-03-01,clothing_women,114.32,2024.0
2015-04-01,clothing_women,112.54,2024.0
2015-05-01,clothing_women,111.11,2024.0
2015-06-01,clothing_women,104.46,2024.0
2015-07-01,clothing_women,89.16,2024.0
2015-08-01,clothing_women,89.25,2024.0
2015-09-01,clothing_women,103.6,2024.0
2015-10-01,clothing_women,105.38,2024.0
2015-11-01,clothing_women,103.94,2024.0
2015-12-01,clothing_women,93.56,2024.0
2016-01-01,clothing_women,85.25,1966.0
2016-02-01,clothing_women,90.35,1966.0
2016-03-01,clothing_women,111.73,1966.0
2016-04-01,clothing_women,111.21,1966.0
2016-05-01,clothing_women,110.25,1966.0
2016-06-01,clothing_women,101.4,1966.0
2016-07-01,clothing_women,89.49,1966.0
2016-08-01,clothing_women,91.16,1966.0
2016-09-01,clothing_women,101.36,1966.0
2016-10-01,clothing_women,104.08,1966.0
2016-11-01,clothing_women,104.51,1966.0
2016-12-01,clothing_women,96.75,1966.0
2017-01-01,clothing_women,88.01,2056.0
2017-02-01,clothing_women,95.91,2056.0
2017-03-01,clothing_women,107.75,2056.0
2017-04-01,clothing_women,108.58,2056.0
2017-05-01,clothing_women,107.01,2056.0
2017-06-01,clothing_women,100.28,2056.0
2017-07-01,clothing_women,87.67,2056.0
2017-08-01,clothing_women,92.31,2056.0
2017-09-01,clothing_women,100.63,2056.0
2017-10-01,clothing_women,102.01,2056.0
2017-11-01,clothing_women,103.77,2056.0
2017-12-01,clothing_women,98.61,2056.0
2018-01-01,clothing_women,86.58,2212.0
2018-02-01,clothing_women,91.67,2212.0
2018-03-01,clothing_women,98.77,2212.0
2018-04-01,clothing_women,104.52,2212.0
2018-05-01,clothing_women,105.17,2212.0
2018-06-01,clothing_women,99.78,2212.0
2018-07-01,clothing_women,91.12,2212.0
2018-08-01,clothing_women,90.33,2212.0
2018-09-01,clothing_women,97.42,2212.0
2018-10-01,clothing_women,102.75,2212.0
2018-11-01,clothing_women,106.87,2212.0
2018-12-01,clothing_women,104.79,2212.0
2019-01-01,clothing_women,93.08,2358.0
2019-02-01,clothing_women,98.27,2358.0
2019-03-01,clothing_women,102.05,2358.0
2019-04-01,clothing_women,101.35,2358.0
2019-05-01,clothing_women,102.07,2358.0
2019-06-01,clothing_women,98.34,2358.0
2019-07-01,clothing_women,90.18,2358.0
2019-08-01,clothing_women,96.12,2358.0
2019-09-01,clothing_women,102.57,2358.0
2019-10-01,clothing_women,103.78,2358.0
2019-11-01,clothing_women,106.24,2358.0
2019-12-01,clothing_women,104.08,2358.0
2020-01-01,clothing_women,93.24,2224.0
2020-02-01,clothing_women,97.78,2224.0
2020-03-01,clothing_women,101.14,2224.0
2020-04-01,clothing_women,101.85,2224.0
2020-05-01,clothing_women,100.08,2224.0
2020-06-01,clothing_women,98.15,2224.0
2020-07-01,clothing_women,91.27,2224.0
2020-08-01,clothing_women,91.45,2224.0
2020-09-01,clothing_women,101.15,2224.0
2020-10-01,clothing_women,106.27,2224.0
2020-11-01,clothing_women,104.11,2224.0
2020-12-01,clothing_women,101.06,2224.0
2021-01-01,clothing_women,90.99,2142.0
2021-02-01,clothing_women,98.79,2142.0
2021-03-01,clothing_women,103.85,2142.0
2021-04-01,clothing_women,105.54,2142.0
2021-05-01,clothing_women,104.28,2142.0
2021-06-01,clothing_women,102.52,2142.0
2021-07-01,clothing_women,92.7,2142.0
2021-08-01,clothing_women,93.55,2142.0
2021-09-01,clothing_women,103.25,2142.0
2021-10-01,clothing_women,110.0,2142.0
2021-11-01,clothing_women,109.81,2142.0
2021-12-01,clothing_women,106.09,2142.0
2022-01-01,clothing_women,94.27,2170.0
2022-02-01,clothing_women,100.24,2170.0
2022-03-01,clothing_women,105.66,2170.0
2022-04-01,clothing_women,108.08,2170.0
2022-05-01,clothing_women,107.66,2170.0
2022-06-01,clothing_women,101.43,2170.0
2022-07-01,clothing_women,93.26,2170.0
2022-08-01,clothing_women,96.1,2170.0
2022-09-01,clothing_women,109.91,2170.0
2022-10-01,clothing_women,120.33,2170.0
2022-11-01,clothing_women,118.43,2170.0
2022-12-01,clothing_women,121.07,2170.0
2023-01-01,clothing_women,105.27,2195.0
2023-02-01,clothing_women,112.73,2195.0
1996-01-01,clothing_kids,107.62,745.0
1996-02-01,clothing_kids,113.12,745.0
1996-03-01,clothing_kids,130.32,745.0
1996-04-01,clothing_kids,131.01,745.0
1996-05-01,clothing_kids,129.97,745.0
1996-06-01,clothing_kids,124.21,745.0
1996-07-01,clothing_kids,110.36,745.0
1996-08-01,clothing_kids,112.4,745.0
1996-09-01,clothing_kids,128.82,745.0
1996-10-01,clothing_kids,129.51,745.0
1996-11-01,clothing_kids,128.28,745.0
1996-12-01,clothing_kids,122.78,745.0
1997-01-01,clothing_kids,110.45,745.0
1997-02-01,clothing_kids,116.59,745.0
1997-03-01,clothing_kids,134.48,745.0
1997-04-01,clothing_kids,133.93,745.0
1997-05-01,clothing_kids,130.79,745.0
1997-06-01,clothing_kids,119.82,745.0
1997-07-01,clothing_kids,109.19,745.0
1997-08-01,clothing_kids,113.69,745.0
1997-09-01,clothing_kids,129.53,745.0
1997-10-01,clothing_kids,131.09,745.0
1997-11-01,clothing_kids,130.31,745.0
1997-12-01,clothing_kids,123.48,745.0
1998-01-01,clothing_kids,107.15,745.0
1998-02-01,clothing_kids,120.77,745.0
1998-03-01,clothing_kids,142.77,745.0
1998-04-01,clothing_kids,139.81,745.0
1998-05-01,clothing_kids,136.53,745.0
1998-06-01,clothing_kids,125.78,745.0
1998-07-01,clothing_kids,112.09,745.0
1998-08-01,clothing_kids,113.4,745.0
1998-09-01,clothing_kids,133.43,745.0
1998-10-01,clothing_kids,133.89,745.0
1998-11-01,clothing_kids,130.19,745.0
1998-12-01,clothing_kids,120.13,745.0
1999-01-01,clothing_kids,108.3,745.0
1999-02-01,clothing_kids,118.05,745.0
1999-03-01,clothing_kids,139.32,745.0
1999-04-01,clothing_kids,136.63,745.0
1999-05-01,clothing_kids,135.3,745.0
1999-06-01,clothing_kids,123.65,745.0
1999-07-01,clothing_kids,111.81,745.0
1999-08-01,clothing_kids,120.36,745.0
1999-09-01,clothing_kids,132.34,745.0
1999-10-01,clothing_kids,131.04,745.0
1999-11-01,clothing_kids,129.51,745.0
1999-12-01,clothing_kids,118.47,745.0
2000-01-01,clothing_kids,106.68,890.0
2000-02-01,clothing_kids,116.72,890.0
2000-03-01,clothing_kids,130.84,890.0
2000-04-01,clothing_kids,130.6,890.0
2000-05-01,clothing_kids,129.16,890.0
2000-06-01,clothing_kids,122.04,890.0
2000-07-01,clothing_kids,107.33,890.0
2000-08-01,clothing_kids,117.56,890.0
2000-09-01,clothing_kids,132.42,890.0
2000-10-01,clothing_kids,132.33,890.0
2000-11-01,clothing_kids,131.09,890.0
2000-12-01,clothing_kids,118.75,890.0
2001-01-01,clothing_kids,106.82,890.0
2001-02-01,clothing_kids,119.85,890.0
2001-03-01,clothing_kids,129.67,890.0
2001-04-01,clothing_kids,129.51,890.0
2001-05-01,clothing_kids,127.12,890.0
2001-06-01,clothing_kids,120.68,890.0
2001-07-01,clothing_kids,107.61,890.0
2001-08-01,clothing_kids,120.94,890.0
2001-09-01,clothing_kids,133.18,890.0
2001-10-01,clothing_kids,135.66,890.0
2001-11-01,clothing_kids,134.2,890.0
2001-12-01,clothing_kids,124.82,890.0
2002-01-01,clothing_kids,115.92,890.0
2002-02-01,clothing_kids,124.61,890.0
2002-03-01,clothing_kids,133.75,890.0
2002-04-01,clothing_kids,134.32,890.0
2002-05-01,clothing_kids,131.71,890.0
2002-06-01,clothing_kids,125.21,890.0
2002-07-01,clothing_kids,110.91,890.0
2002-08-01,clothing_kids,121.12,890.0
2002-09-01,clothing_kids,134.88,890.0
2002-10-01,clothing_kids,134.92,890.0
2002-11-01,clothing_kids,130.6,890.0
2002-12-01,clothing_kids,120.74,890.0
2003-01-01,clothing_kids,109.59,890.0
2003-02-01,clothing_kids,116.51,890.0
2003-03-01,clothing_kids,133.51,890.0
2003-04-01,clothing_kids,130.39,890.0
2003-05-01,clothing_kids,127.84,890.0
2003-06-01,clothing_kids,115.24,890.0
2003-07-01,clothing_kids,103.38,890.0
2003-08-01,clothing_kids,110.22,890.0
2003-09-01,clothing_kids,125.66,890.0
2003-10-01,clothing_kids,126.59,890.0
2003-11-01,clothing_kids,125.97,890.0
2003-12-01,clothing_kids,111.66,890.0
2004-01-01,clothing_kids,97.46,890.0
2004-02-01,clothing_kids,111.01,890.0
2004-03-01,clothing_kids,125.66,890.0
2004-04-01,clothing_kids,123.57,890.0
2004-05-01,clothing_kids,120.52,890.0
2004-06-01,clothing_kids,106.18,890.0
2004-07-01,clothing_kids,95.11,890.0
2004-08-01,clothing_kids,106.27,890.0
2004-09-01,clothing_kids,122.21,890.0
2004-10-01,clothing_kids,121.75,890.0
2004-11-01,clothing_kids,119.88,890.0
2004-12-01,clothing_kids,105.35,890.0
2005-01-01,clothing_kids,95.76,890.0
2005-02-01,clothing_kids,103.74,890.0
2005-03-01,clothing_kids,116.3,890.0
2005-04-01,clothing_kids,117.31,890.0
2005-05-01,clothing_kids,113.71,890.0
2005-06-01,clothing_kids,104.41,890.0
2005-07-01,clothing_kids,90.97,890.0
2005-08-01,clothing_kids,101.03,890.0
2005-09-01,clothing_kids,120.15,890.0
2005-10-01,clothing_kids,121.28,890.0
2005-11-01,clothing_kids,117.42,890.0
2005-12-01,clothing_kids,103.21,890.0
2006-01-01,clothing_kids,94.97,542.0
2006-02-01,clothing_kids,100.35,542.0
2006-03-01,clothing_kids,123.11,542.0
2006-04-01,clothing_kids,124.85,542.0
2006-05-01,clothing_kids,126.29,542.0
2006-06-01,clothing_kids,114.77,542.0
2006-07-01,clothing_kids,94.03,542.0
2006-08-01,clothing_kids,102.21,542.0
2006-09-01,clothing_kids,116.25,542.0
2006-10-01,clothing_kids,117.68,542.0
2006-11-01,clothing_kids,114.77,542.0
2006-12-01,clothing_kids,103.64,542.0
2007-01-01,clothing_kids,94.35,587.0
2007-02-01,clothing_kids,101.57,587.0
2007-03-01,clothing_kids,122.94,587.0
2007-04-01,clothing_kids,126.39,587.0
2007-05-01,clothing_kids,125.09,587.0
2007-06-01,clothing_kids,110.54,587.0
2007-07-01,clothing_kids,96.82,587.0
2007-08-01,clothing_kids,107.97,587.0
2007-09-01,clothing_kids,117.29,587.0
2007-10-01,clothing_kids,119.0,587.0
2007-11-01,clothing_kids,115.63,587.0
2007-12-01,clothing_kids,103.93,587.0
2008-01-01,clothing_kids,98.12,552.0
2008-02-01,clothing_kids,106.83,552.0
2008-03-01,clothing_kids,117.36,552.0
2008-04-01,clothing_kids,116.17,552.0
2008-05-01,clothing_kids,113.11,552.0
2008-06-01,clothing_kids,101.23,552.0
2008-07-01,clothing_kids,90.25,552.0
2008-08-01,clothing_kids,100.09,552.0
2008-09-01,clothing_kids,113.27,552.0
2008-10-01,clothing_kids,114.83,552.0
2008-11-01,clothing_kids,111.18,552.0
2008-12-01,clothing_kids,102.82,552.0
2009-01-01,clothing_kids,91.25,578.0
2009-02-01,clothing_kids,99.92,578.0
2009-03-01,clothing_kids,116.36,578.0
2009-04-01,clothing_kids,119.52,578.0
2009-05-01,clothing_kids,116.87,578.0
2009-06-01,clothing_kids,105.58,578.0
2009-07-01,clothing_kids,91.62,578.0
2009-08-01,clothing_kids,104.05,578.0
2009-09-01,clothing_kids,115.04,578.0
2009-10-01,clothing_kids,116.29,578.0
2009-11-01,clothing_kids,112.4,578.0
2009-12-01,clothing_kids,98.57,578.0
2010-01-01,clothing_kids,92.73,539.0
2010-02-01,clothing_kids,102.9,539.0
2010-03-01,clothing_kids,116.47,539.0
2010-04-01,clothing_kids,119.19,539.0
2010-05-01,clothing_kids,116.61,539.0
2010-06-01,clothing_kids,102.8,539.0
2010-07-01,clothing_kids,92.15,539.0
2010-08-01,clothing_kids,99.75,539.0
2010-09-01,clothing_kids,112.16,539.0
2010-10-01,clothing_kids,113.04,539.0
2010-11-01,clothing_kids,112.08,539.0
2010-12-01,clothing_kids,100.36,539.0
2011-01-01,clothing_kids,91.54,552.0
2011-02-01,clothing_kids,100.92,552.0
2011-03-01,clothing_kids,117.28,552.0
2011-04-01,clothing_kids,118.81,552.0
2011-05-01,clothing_kids,116.87,552.0
2011-06-01,clothing_kids,104.33,552.0
2011-07-01,clothing_kids,92.95,552.0
2011-08-01,clothing_kids,102.59,552.0
2011-09-01,clothing_kids,114.58,552.0
2011-10-01,clothing_kids,115.53,552.0
2011-11-01,clothing_kids,113.28,552.0
2011-12-01,clothing_kids,103.27,552.0
2012-01-01,clothing_kids,97.58,565.0
2012-02-01,clothing_kids,105.55,565.0
2012-03-01,clothing_kids,120.75,565.0
2012-04-01,clothing_kids,124.06,565.0
2012-05-01,clothing_kids,120.83,565.0
2012-06-01,clothing_kids,109.28,565.0
2012-07-01,clothing_kids,98.12,565.0
2012-08-01,clothing_kids,101.9,565.0
2012-09-01,clothing_kids,111.3,565.0
2012-10-01,clothing_kids,112.68,565.0
2012-11-01,clothing_kids,111.31,565.0
2012-12-01,clothing_kids,103.29,565.0
2013-01-01,clothing_kids,96.7,520.0
2013-02-01,clothing_kids,103.54,520.0
2013-03-01,clothing_kids,116.07,520.0
2013-04-01,clothing_kids,117.63,520.0
2013-05-01,clothing_kids,115.46,520.0
2013-06-01,clothing_kids,106.97,520.0
2013-07-01,clothing_kids,95.4,520.0
2013-08-01,clothing_kids,103.96,520.0
2013-09-01,clothing_kids,112.21,520.0
2013-10-01,clothing_kids,112.62,520.0
2013-11-01,clothing_kids,110.62,520.0
2013-12-01,clothing_kids,105.26,520.0
2014-01-01,clothing_kids,96.29,551.0
2014-02-01,clothing_kids,99.67,551.0
2014-03-01,clothing_kids,114.64,551.0
2014-04-01,clothing_kids,115.01,551.0
2014-05-01,clothing_kids,112.55,551.0
2014-06-01,clothing_kids,104.47,551.0
2014-07-01,clothing_kids,93.84,551.0
2014-08-01,clothing_kids,100.76,551.0
2014-09-01,clothing_kids,108.71,551.0
2014-10-01,clothing_kids,108.19,551.0
2014-11-01,clothing_kids,107.06,551.0
2014-12-01,clothing_kids,102.73,551.0
2015-01-01,clothing_kids,92.3,744.0
2015-02-01,clothing_kids,96.34,744.0
2015-03-01,clothing_kids,106.07,744.0
2015-04-01,clothing_kids,105.96,744.0
2015-05-01,clothing_kids,104.14,744.0
2015-06-01,clothing_kids,99.21,744.0
2015-07-01,clothing_kids,89.98,744.0
2015-08-01,clothing_kids,92.4,744.0
2015-09-01,clothing_kids,104.09,744.0
2015-10-01,clothing_kids,105.62,744.0
2015-11-01,clothing_kids,105.42,744.0
2015-12-01,clothing_kids,98.46,744.0
2016-01-01,clothing_kids,91.63,746.0
2016-02-01,clothing_kids,96.33,746.0
2016-03-01,clothing_kids,109.16,746.0
2016-04-01,clothing_kids,109.98,746.0
2016-05-01,clothing_kids,108.01,746.0
2016-06-01,clothing_kids,103.24,746.0
2016-07-01,clothing_kids,96.0,746.0
2016-08-01,clothing_kids,100.18,746.0
2016-09-01,clothing_kids,105.58,746.0
2016-10-01,clothing_kids,106.76,746.0
2016-11-01,clothing_kids,106.73,746.0
2016-12-01,clothing_kids,102.58,746.0
2017-01-01,clothing_kids,93.41,751.0
2017-02-01,clothing_kids,96.88,751.0
2017-03-01,clothing_kids,102.15,751.0
2017-04-01,clothing_kids,100.8,751.0
2017-05-01,clothing_kids,100.02,751.0
2017-06-01,clothing_kids,93.28,751.0
2017-07-01,clothing_kids,89.13,751.0
2017-08-01,clothing_kids,95.51,751.0
2017-09-01,clothing_kids,101.78,751.0
2017-10-01,clothing_kids,100.76,751.0
2017-11-01,clothing_kids,103.65,751.0
2017-12-01,clothing_kids,101.65,751.0
2018-01-01,clothing_kids,92.89,808.0
2018-02-01,clothing_kids,96.98,808.0
2018-03-01,clothing_kids,100.69,808.0
2018-04-01,clothing_kids,101.85,808.0
2018-05-01,clothing_kids,100.56,808.0
2018-06-01,clothing_kids,96.35,808.0
2018-07-01,clothing_kids,87.32,808.0
2018-08-01,clothing_kids,89.55,808.0
2018-09-01,clothing_kids,96.37,808.0
2018-10-01,clothing_kids,99.38,808.0
2018-11-01,clothing_kids,101.33,808.0
2018-12-01,clothing_kids,101.39,808.0
2019-01-01,clothing_kids,89.58,872.0
2019-02-01,clothing_kids,96.51,872.0
2019-03-01,clothing_kids,99.79,872.0
2019-04-01,clothing_kids,98.96,872.0
2019-05-01,clothing_kids,98.96,872.0
2019-06-01,clothing_kids,95.75,872.0
2019-07-01,clothing_kids,85.87,872.0
2019-08-01,clothing_kids,94.86,872.0
2019-09-01,clothing_kids,102.16,872.0
2019-10-01,clothing_kids,105.86,872.0
2019-11-01,clothing_kids,107.31,872.0
2019-12-01,clothing_kids,106.53,872.0
2020-01-01,clothing_kids,93.7,872.0
2020-02-01,clothing_kids,97.51,872.0
2020-03-01,clothing_kids,100.79,872.0
2020-04-01,clothing_kids,102.26,872.0
2020-05-01,clothing_kids,103.14,872.0
2020-06-01,clothing_kids,101.12,872.0
2020-07-01,clothing_kids,93.06,872.0
2020-08-01,clothing_kids,94.87,872.0
2020-09-01,clothing_kids,107.51,872.0
2020-10-01,clothing_kids,113.97,872.0
2020-11-01,clothing_kids,113.99,872.0
2020-12-01,clothing_kids,110.19,872.0
2021-01-01,clothing_kids,98.66,855.0
2021-02-01,clothing_kids,104.87,855.0
2021-03-01,clothing_kids,109.71,855.0
2021-04-01,clothing_kids,111.1,855.0
2021-05-01,clothing_kids,109.63,855.0
2021-06-01,clothing_kids,108.03,855.0
2021-07-01,clothing_kids,95.26,855.0
2021-08-01,clothing_kids,97.74,855.0
2021-09-01,clothing_kids,107.46,855.0
2021-10-01,clothing_kids,118.21,855.0
2021-11-01,clothing_kids,117.3,855.0
2021-12-01,clothing_kids,114.2,855.0
2022-01-01,clothing_kids,99.42,830.0
2022-02-01,clothing_kids,105.63,830.0
2022-03-01,clothing_kids,111.63,830.0
2022-04-01,clothing_kids,113.58,830.0
2022-05-01,clothing_kids,111.17,830.0
2022-06-01,clothing_kids,104.59,830.0
2022-07-01,clothing_kids,93.36,830.0
2022-08-01,clothing_kids,97.58,830.0
2022-09-01,clothing_kids,118.53,830.0
2022-10-01,clothing_kids,126.0,830.0
2022-11-01,clothing_kids,119.43,830.0
2022-12-01,clothing_kids,120.55,830.0
2023-01-01,clothing_kids,100.38,803.0
2023-02-01,clothing_kids,109.1,803.0
1996-01-01,schoes,73.73,1126.0
1996-02-01,schoes,77.39,1126.0
1996-03-01,schoes,82.69,1126.0
1996-04-01,schoes,86.18,1126.0
1996-05-01,schoes,85.96,1126.0
1996-06-01,schoes,84.77,1126.0
1996-07-01,schoes,75.5,1126.0
1996-08-01,schoes,79.18,1126.0
1996-09-01,schoes,86.42,1126.0
1996-10-01,schoes,87.41,1126.0
1996-11-01,schoes,87.36,1126.0
1996-12-01,schoes,85.01,1126.0
1997-01-01,schoes,76.96,1126.0
1997-02-01,schoes,78.14,1126.0
1997-03-01,schoes,85.1,1126.0
1997-04-01,schoes,88.02,1126.0
1997-05-01,schoes,88.17,1126.0
1997-06-01,schoes,84.64,1126.0
1997-07-01,schoes,76.19,1126.0
1997-08-01,schoes,77.86,1126.0
1997-09-01,schoes,87.9,1126.0
1997-10-01,schoes,89.23,1126.0
1997-11-01,schoes,88.94,1126.0
1997-12-01,schoes,86.43,1126.0
1998-01-01,schoes,77.44,1126.0
1998-02-01,schoes,82.16,1126.0
1998-03-01,schoes,87.8,1126.0
1998-04-01,schoes,90.96,1126.0
1998-05-01,schoes,90.66,1126.0
1998-06-01,schoes,86.89,1126.0
1998-07-01,schoes,80.63,1126.0
1998-08-01,schoes,81.25,1126.0
1998-09-01,schoes,91.18,1126.0
1998-10-01,schoes,91.72,1126.0
1998-11-01,schoes,91.13,1126.0
1998-12-01,schoes,86.22,1126.0
1999-01-01,schoes,80.91,1126.0
1999-02-01,schoes,82.95,1126.0
1999-03-01,schoes,89.68,1126.0
1999-04-01,schoes,93.61,1126.0
1999-05-01,schoes,93.39,1126.0
1999-06-01,schoes,90.41,1126.0
1999-07-01,schoes,83.16,1126.0
1999-08-01,schoes,87.13,1126.0
1999-09-01,schoes,92.64,1126.0
1999-10-01,schoes,92.29,1126.0
1999-11-01,schoes,92.73,1126.0
1999-12-01,schoes,88.0,1126.0
2000-01-01,schoes,81.3,1084.0
2000-02-01,schoes,84.34,1084.0
2000-03-01,schoes,91.92,1084.0
2000-04-01,schoes,93.32,1084.0
2000-05-01,schoes,93.4,1084.0
2000-06-01,schoes,91.72,1084.0
2000-07-01,schoes,82.81,1084.0
2000-08-01,schoes,84.47,1084.0
2000-09-01,schoes,92.77,1084.0
2000-10-01,schoes,94.12,1084.0
2000-11-01,schoes,94.29,1084.0
2000-12-01,schoes,88.72,1084.0
2001-01-01,schoes,84.28,1084.0
2001-02-01,schoes,88.29,1084.0
2001-03-01,schoes,95.16,1084.0
2001-04-01,schoes,97.09,1084.0
2001-05-01,schoes,98.31,1084.0
2001-06-01,schoes,96.6,1084.0
2001-07-01,schoes,88.42,1084.0
2001-08-01,schoes,91.57,1084.0
2001-09-01,schoes,102.26,1084.0
2001-10-01,schoes,102.84,1084.0
2001-11-01,schoes,103.0,1084.0
2001-12-01,schoes,97.11,1084.0
2002-01-01,schoes,92.57,1084.0
